evaluation,fold,official_delay_weeks,country,region,horizon,model,n,mean_abs_target_z_difference,max_abs_target_z_difference,mean_abs_mu_difference,mean_abs_sd_difference,mean_abs_quantile_z_difference
rolling_window_cv,1,0,CHN,northern_provinces,4,bioepi_sgq_lstm_full_raw,100,6.763339888138375e-16,8.881784197001252e-16,0.0,0.0,0.0
rolling_window_cv,1,0,CHN,northern_provinces,4,bioepi_sgq_lstm_no_digital,100,6.763339888138375e-16,8.881784197001252e-16,0.0,0.0,0.0
rolling_window_cv,1,0,CHN,northern_provinces,4,gb_full_raw,100,0.09321889480360084,0.6851924699675678,0.021568627450980316,0.05004690876254115,0.17311506674674182
rolling_window_cv,1,0,CHN,northern_provinces,4,persistence,100,0.09321889480360084,0.6851924699675678,0.021568627450980316,0.05004690876254115,0.14078496448582345
rolling_window_cv,1,0,CHN,northern_provinces,4,ridge_global_open,100,0.09321889480360084,0.6851924699675678,0.021568627450980316,0.05004690876254115,0.2181512307665548
rolling_window_cv,1,0,CHN,northern_provinces,4,ridge_google_wiki,100,0.09321889480360084,0.6851924699675678,0.021568627450980316,0.05004690876254115,0.2181512307665548
rolling_window_cv,1,0,CHN,northern_provinces,4,ridge_no_digital,100,0.09321889480360084,0.6851924699675678,0.021568627450980316,0.05004690876254115,0.1404892004244856
rolling_window_cv,1,0,CHN,northern_provinces,4,ridge_raw_cn_search,100,0.09321889480360084,0.6851924699675678,0.021568627450980316,0.05004690876254115,0.14669549367111556
rolling_window_cv,1,0,CHN,northern_provinces,4,ridge_social_raw,100,0.09321889480360084,0.6851924699675678,0.021568627450980316,0.05004690876254115,0.1436673070415142
rolling_window_cv,1,0,CHN,northern_provinces,4,seasonal_naive,100,0.09321889480360084,0.6851924699675678,0.021568627450980316,0.05004690876254115,0.13995311135808539
rolling_window_cv,1,0,CHN,southern_provinces,1,bioepi_sgq_lstm_full_raw,100,2.814415367424772e-16,3.552713678800501e-15,0.0,0.0,0.0
rolling_window_cv,1,0,CHN,southern_provinces,1,bioepi_sgq_lstm_no_digital,100,2.814415367424772e-16,3.552713678800501e-15,0.0,0.0,0.0
rolling_window_cv,1,0,CHN,southern_provinces,1,gb_full_raw,100,0.16216372285097022,0.8937197922551032,0.018740573152338236,0.0459039391096559,0.19347559698189287
rolling_window_cv,1,0,CHN,southern_provinces,1,persistence,100,0.16216372285097022,0.8937197922551032,0.018740573152338236,0.0459039391096559,0.18950899826353715
rolling_window_cv,1,0,CHN,southern_provinces,1,ridge_global_open,100,0.16216372285097022,0.8937197922551032,0.018740573152338236,0.0459039391096559,0.16646918254599055
rolling_window_cv,1,0,CHN,southern_provinces,1,ridge_google_wiki,100,0.16216372285097022,0.8937197922551032,0.018740573152338236,0.0459039391096559,0.16646918254599055
rolling_window_cv,1,0,CHN,southern_provinces,1,ridge_no_digital,100,0.16216372285097022,0.8937197922551032,0.018740573152338236,0.0459039391096559,0.16697630789461318
rolling_window_cv,1,0,CHN,southern_provinces,1,ridge_raw_cn_search,100,0.16216372285097022,0.8937197922551032,0.018740573152338236,0.0459039391096559,0.18457289880267563
rolling_window_cv,1,0,CHN,southern_provinces,1,ridge_social_raw,100,0.16216372285097022,0.8937197922551032,0.018740573152338236,0.0459039391096559,0.18124575972729978
rolling_window_cv,1,0,CHN,southern_provinces,1,seasonal_naive,100,0.16216372285097022,0.8937197922551032,0.018740573152338236,0.0459039391096559,0.22979343239443847
rolling_window_cv,1,0,CHN,southern_provinces,2,bioepi_sgq_lstm_full_raw,100,2.7366997557010107e-16,3.552713678800501e-15,0.0,0.0,0.0
rolling_window_cv,1,0,CHN,southern_provinces,2,bioepi_sgq_lstm_no_digital,100,2.7366997557010107e-16,3.552713678800501e-15,0.0,0.0,0.0
