evaluation,delay,horizon,model_A,model_B,block_weeks,mean_diff_A_minus_B,ci_low,ci_high,prob_A_better,n_pairs
rolling_window_cv,0,2,bioepi_safe_lstm_common_scale,gb_full_raw,4,-0.15057831442646283,-0.22054437699630558,-0.0933311909199243,1.0,303
rolling_window_cv,0,2,bioepi_safe_lstm_common_scale,gb_full_raw,8,-0.15057831442646283,-0.2204432459493786,-0.08676517288567893,1.0,303
rolling_window_cv,0,2,bioepi_safe_lstm_common_scale,gb_full_raw,13,-0.15057831442646283,-0.22396359152535036,-0.08535906284978936,1.0,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_no_digital,4,-0.015145291237440267,-0.03630938987882683,0.0008642902521642058,0.97,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_no_digital,8,-0.015145291237440267,-0.03890630843884114,0.0025949006664568288,0.956,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_no_digital,13,-0.015145291237440267,-0.04027681318205842,0.002691881680591952,0.9395,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_full_raw,4,-0.01128252940087833,-0.034630573556737286,0.009616463768045242,0.837,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_full_raw,8,-0.01128252940087833,-0.03599758992138673,0.012488256039343688,0.8015,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_full_raw,13,-0.01128252940087833,-0.03620763230577374,0.013366246356452002,0.7375,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,persistence,4,-0.04158091862717502,-0.06542951338047945,-0.01819878543034453,0.9995,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,persistence,8,-0.04158091862717502,-0.06757660124749554,-0.016687456805550636,0.9995,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,persistence,13,-0.04158091862717502,-0.06724483716562124,-0.013027198010883858,0.9965,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,gb_full_raw,4,-0.07681135057434757,-0.14158282105874345,-0.03453901013421788,0.999,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,gb_full_raw,8,-0.07681135057434757,-0.14576463884824453,-0.0325733585853678,0.9995,303
rolling_window_cv,0,3,bioepi_safe_lstm_common_scale,gb_full_raw,13,-0.07681135057434757,-0.1428602643276519,-0.03843681903398214,0.9995,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_no_digital,4,-0.020405675143575334,-0.05227077053449924,0.005105008624013554,0.936,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_no_digital,8,-0.020405675143575334,-0.062486705034603,0.010593594552876291,0.9005,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_no_digital,13,-0.020405675143575334,-0.059353351099898345,0.013171099032986116,0.8545,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_full_raw,4,-0.03904667684233743,-0.0736912639104585,-0.00339474410892613,0.986,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_full_raw,8,-0.03904667684233743,-0.08222981113310422,0.004384960184875209,0.957,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,bioepi_sgq_lstm_full_raw,13,-0.03904667684233743,-0.07811918281457868,0.0060907268630517675,0.94,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,persistence,4,-0.05248918339973182,-0.092813568962012,-0.015779548407797776,0.997,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,persistence,8,-0.05248918339973182,-0.09895682882281778,-0.012269924394383182,0.9945,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,persistence,13,-0.05248918339973182,-0.09733256873122077,-0.008707854935465692,0.9905,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,gb_full_raw,4,-0.04621243104301087,-0.11578047897061143,0.005296743467047089,0.9645,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,gb_full_raw,8,-0.04621243104301087,-0.12188379762985058,0.005287477681239545,0.967,303
rolling_window_cv,0,4,bioepi_safe_lstm_common_scale,gb_full_raw,13,-0.04621243104301087,-0.1217770587256128,-0.0058487806700656024,0.984,303
