evaluation,official_delay_weeks,model,horizon,country,region,n,WIS,MAE,RMSE,Pearson,Spearman,coverage_50,coverage_80,coverage_95,width_50,width_80,width_95
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,3,CHN,southern_provinces,62.0,0.3212351967104662,0.5457668192914152,0.785567121057681,0.779571178621289,0.7871352610041884,0.7903225806451613,0.9032258064516129,0.9193548387096774,1.369665488225679,1.9070089875215024,2.8157769067267417
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,3,USA,hhs1,67.0,0.512120863314072,0.7275124111950347,1.3185804340394627,0.7531607143251227,0.9501157315029133,0.3283582089552239,0.5522388059701493,0.7611940298507462,0.41527532506801745,0.8250472717696999,1.6251486181977972
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,3,USA,hhs10,67.0,0.29432863501680206,0.47846598513433247,0.8450049733926043,0.8443237443644463,0.948718971984995,0.3880597014925373,0.7313432835820896,1.0,0.44645914446711876,1.001553260078505,4.340149002817875
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,3,USA,hhs2,67.0,0.34027722771161645,0.5088832347377104,0.9217777057550193,0.7946978511360236,0.9394604517519356,0.5373134328358209,0.6417910447761194,0.8208955223880597,0.46755246412060597,0.8232714250801735,1.5016917049890546
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,3,USA,hhs3,67.0,0.272965086135397,0.44530286328992846,0.7398304521744302,0.8013022381535597,0.9362678585681222,0.4626865671641791,0.5970149253731343,0.8059701492537313,0.4618427547631675,0.7797081876325608,1.3670970580415982
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,3,USA,hhs4,67.0,0.2631881304796658,0.4400259466317811,0.7494126927752507,0.8009445969885577,0.9171522068800385,0.47761194029850745,0.7014925373134329,0.8507462686567164,0.4938340819597487,0.9216733569880052,1.6193867119460756
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,3,USA,hhs5,67.0,0.42862115936164674,0.6503512541109729,1.068565467617326,0.7980899429423,0.9263708196983002,0.373134328358209,0.5223880597014925,0.7313432835820896,0.46838768738517256,0.8553062385434979,1.8246560010967339
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,3,USA,hhs6,67.0,0.21710781566157947,0.38933547393236534,0.5999176571037529,0.8096025075207962,0.8964003511852503,0.43283582089552236,0.8507462686567164,0.9402985074626866,0.5252546386677813,1.084169844540667,1.679654883696492
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,3,USA,hhs7,67.0,0.2700309550376489,0.42260574968286907,0.7433474596787566,0.8173927051797591,0.936387580812515,0.5074626865671642,0.7611940298507462,0.8507462686567164,0.39153556462862477,0.8181109140584931,1.6473526309220359
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,3,USA,hhs8,67.0,0.23839637330721655,0.3826226715728747,0.69853873626199,0.823166382694636,0.9441296192832629,0.5074626865671642,0.7761194029850746,0.8955223880597015,0.41380727403587186,0.8515156217399638,1.7790477356127936
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,3,USA,hhs9,67.0,0.18113405119441656,0.32754590365151504,0.5081641148809284,0.9065568935324678,0.9608109186686887,0.4626865671641791,0.7014925373134329,0.9552238805970149,0.40560075507291116,0.8670049145261096,1.611852369404521
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,4,CHN,northern_provinces,62.0,0.41954576898894436,0.7165597615197593,1.0705385692820912,0.6317971851289512,0.7043268026452497,0.43548387096774194,0.8064516129032258,0.8709677419354839,1.0725494195768062,1.8266984066304646,3.0313656712037944
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,4,CHN,southern_provinces,62.0,0.3971706060810594,0.7350220409302082,1.0151064544244497,0.6472870377171562,0.7139173038302985,0.6935483870967742,0.8387096774193549,0.9032258064516129,1.4626098119586832,2.1405588140163796,3.1828097798140713
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,4,USA,hhs1,67.0,0.6001534941406149,0.8458420128805367,1.506687838997949,0.6686001388352476,0.9387421182855777,0.3283582089552239,0.5671641791044776,0.746268656716418,0.4865895044002684,0.9785010307496844,1.813263218657928
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,4,USA,hhs10,67.0,0.33081932333006786,0.5304004904624674,0.8934778595409069,0.820676155638223,0.9361082289089315,0.5373134328358209,0.7910447761194029,1.0,0.6283003145164803,1.2574832436893186,5.525972663706777
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,4,USA,hhs2,67.0,0.4041119417014105,0.5662149591802302,1.0887574075101076,0.6997799515397527,0.9315587836219971,0.5671641791044776,0.6865671641791045,0.8507462686567164,0.53851399474172,0.8996122503489267,1.779399355410356
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,4,USA,hhs3,67.0,0.3025146516280657,0.5028458661355019,0.827998891860362,0.7488447772544339,0.9240960970548331,0.4626865671641791,0.5970149253731343,0.8656716417910447,0.5369052170908843,0.9450023811912196,1.6260256671761104
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,4,USA,hhs4,67.0,0.2755025739273674,0.47324796961273924,0.7717798594503072,0.784596685731446,0.9042222044855935,0.5373134328358209,0.7910447761194029,0.8656716417910447,0.6845099874380443,1.2436624816575075,1.86886934848591
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,4,USA,hhs5,67.0,0.4959651792305384,0.767553062571063,1.2131168620681014,0.7339913360053241,0.8992736850506826,0.29850746268656714,0.44776119402985076,0.8507462686567164,0.5206287771761731,1.019074018079133,2.425533244531273
temporal_external_2025_2026,0,bioepi_safe_lstm_common_scale,4,USA,hhs6,67.0,0.21672332325129437,0.4042498855474141,0.5767569201640892,0.840513411840082,0.8834703487908054,0.6417910447761194,0.7761194029850746,0.9850746268656716,0.7658308613391376,1.2008384842297608,1.9654955768138906
